Title,Author,Publish Date,Publisher,Description,url
Why Courtney B. Vance Chose a Chevy Bolt Over a Tesla,Chris Kornelis,2018-04-10T18:53:05Z,The Wall Street Journal,"The comforting ‘Isle of Dogs’ narrator on riding a folding bike when cabs refused to pick him up, his 1,100-page Kindle reads and why he wishes Apple was a little less pushy.",https://www.wsj.com/articles/why-courtney-b-vance-chose-a-chevy-bolt-over-a-tesla-1523386384
Volkswagen's Potential CEO Change Won't Impact CFO - Analysts Say,Nina Trentmann,2018-04-10T18:37:44Z,The Wall Street Journal,"Finance chief “an anchor of stability” at VW, helped guide company through fallout from emissions scandal",https://www.wsj.com/articles/volkswagens-potential-ceo-change-wont-impact-cfo-analysts-say-1523385462
That Driver Is Jamming Traffic---He's Probably Filming a Campaign Ad,Reid J. Epstein,2018-04-09T16:15:58Z,The Wall Street Journal,"Videos of political candidates driving and gabbing have become a popular campaign gimmick, intended to show how they are just regular folks",https://www.wsj.com/articles/that-driver-is-jamming-traffiches-probably-filming-a-campaign-ad-1523289402
The Wall Street Journal: Wells Fargo looks at own auto-lending issues as regulatory pressure builds,"Emily Glazer, Gretchen Morgenson",2018-04-09T12:33:26Z,The Wall Street Journal,"Wells Fargo has expanded a review of auto products and services it finances as part of an effort to get ahead of heightened regulatory interest in the area, according to people familiar with the matter.",https://www.wsj.com/articles/wells-fargo-looks-further-under-the-hood-at-auto-lending-issues/
"In Age of Uber and Tesla, Local Dealerships Face Conundrum",Adrienne Roberts,2018-04-08T15:20:23Z,The Wall Street Journal,Small to mid-size car dealer groups are selling their businesses to auto-retail giants or investment firms at a robust clip even as auto sales remain strong.,https://www.wsj.com/articles/car-dealerships-face-conundrum-get-big-or-get-out-1523192401
"For Many Investors, the Tech Rout Is 'Nothing to Lose Sleep Over' - Wall Street Journal",Akane Otani,2018-04-08T11:05:11Z,The Wall Street Journal,"Wall Street Journal For Many Investors, the Tech Rout Is 'Nothing to Lose Sleep Over' Wall Street Journal based contractor Michael Chu, 34, shrugged off a $2,700 loss in his tech -heavy index-fund holdings, betting the technology selloff was “just one of thos…",https://www.wsj.com/articles/for-many-investors-the-tech-rout-is-nothing-to-lose-sleep-over-1523185201
"Small Tesla Contractor Sues Car Maker, Claiming Nonpayment",Tim Higgins,2018-04-06T18:57:35Z,The Wall Street Journal,"American Integrated Services has sued Tesla claiming it hasn’t been paid for work at a Fremont, Calif., assembly plant where the auto maker is now trying to ramp up production of the Model 3 sedan.",https://www.wsj.com/articles/small-tesla-contractor-sues-car-maker-claiming-nonpayment-1523041054
The Wall Street Journal: Trump picks Heidi King to lead National Highway Traffic Safety Administration,Mike Spector,2018-04-06T03:32:25Z,The Wall Street Journal,"President Donald Trump intends to nominate Heidi King to lead the National Highway Traffic Safety Administration, selecting the agency’s acting chief to grapple with driverless-car technologies and a massive recall of air bags that risk exploding.",https://www.wsj.com/articles/trump-taps-heidi-king-to-run-national-highway-traffic-safety-administration-1522982769
The Wall Street Journal: Brazil’s Supreme Court rejects former president Lula’s bid to avoid jail,"Samantha Pearson, Paulo Trevisani",2018-04-05T12:43:36Z,The Wall Street Journal,Brazil’s Supreme Court rejected former President Luiz Inácio Lula da Silva’s efforts to avoid jail in a watershed ruling early Thursday that is expected to land the populist leader behind bars within days and end his bid for re-election.,https://www.wsj.com/articles/brazils-supreme-court-rejects-former-presidents-bid-to-avoid-jail/
Solar Shines Less Brightly for U.S. Homeowners—Energy Journal:,Neanda Salvaterra,2018-04-05T11:06:04Z,The Wall Street Journal,Less U.S. Homeowners Opted For Solar Power Last Year,https://blogs.wsj.com/moneybeat/2018/04/05/energy-journal-solar-shines-less-brightly-for-u-s-homeowners-newsletter-draft/
Real Time Economics: U.S.-China Showdown | Jobs Day Preview | Tech Backlash,Jeffrey Sparshott,2018-04-05T09:33:27Z,The Wall Street Journal,"Today in Real Time Economics, the U.S. and China's warning shots on trade set up months of negotiations, the U.S. trade deficit is expected to widen, unemployment is poised to hit a 17-year low, lower- and middle-income families are abandoning prosperous citi…",https://blogs.wsj.com/economics/2018/04/05/real-time-economics-u-s-china-showdown-jobs-day-preview-tech-backlash/
"At Quarter End, Tesla Suddenly Got Busy",Michael Rapoport,2018-04-04T21:23:18Z,The Wall Street Journal,"Tesla’s first-quarter production figures showed it seems to pack lots of activity into the final days of its quarters, yet it keeps having trouble meeting its hugely optimistic targets.",https://www.wsj.com/articles/at-quarter-end-tesla-suddenly-got-busy-1522876356
How Republicans Can Keep their Majorities,James Freeman,2018-04-04T18:54:01Z,The Wall Street Journal,Reverse the spending splurge.,https://www.wsj.com/articles/how-republicans-can-keep-their-majorities-1522868040
Auto Makers Weigh In on China's Tariff Retaliation Threat,Chester Dawson,2018-04-04T18:33:49Z,The Wall Street Journal,Global auto executives spent substantial time in 2017 urging the Trump administration to seek reciprocity on trade policies affecting the world’s biggest automobile market. Industry leaders could get the exact opposite.,https://www.wsj.com/articles/auto-makers-weigh-in-on-chinas-tariff-retaliation-threat-1522866590
"The Political Backlash Against Tech: Good, Bad and Ugly",Greg Ip,2018-04-04T17:05:57Z,The Wall Street Journal,"In the libertarian rules-breaking culture of Silicon Valley, Washington is the enemy of progress, but recent events provide stark examples of how public scrutiny can take three different forms, Greg Ip writes.",https://www.wsj.com/articles/the-political-backlash-against-tech-good-bad-and-ugly-1522860360
"China Targets Detroit, Hits Tesla and BMW Instead",Stephen Wilmot,2018-04-04T16:45:53Z,The Wall Street Journal,China’s apparent threat to tax U.S.-made cars more heavily would hit a different diplomatic target from the one intended: Germany. The one U.S. car maker that would be heavily affected is Tesla.,https://www.wsj.com/articles/china-targets-detroit-hits-tesla-and-bmw-instead-1522856145
Mueller’s Mandate | Trump Unbound | China’s Tariff Response,Joshua Jamerson,2018-04-04T11:34:04Z,The Wall Street Journal,"In today's Capital Journal Daybreak newsletter: What we learned about Robert Mueller’s Russia probe on Tuesday, trade tensions with China escalate and a look at Sen. Claire McCaskill's re-election quest.",https://blogs.wsj.com/washwire/2018/04/04/capital-journal-trump-unbound-muellers-mandate-tariff/
"Home SolarDimsas Tesla, Others, Curb Aggressive Sales",Russell Gold,2018-04-04T09:30:05Z,The Wall Street Journal,The number of U.S. homeowners putting solar panels on their roofs declined last year after leading installers including Tesla Inc. abandoned aggressive sales practices that had helped drive breakneck growth.,https://www.wsj.com/articles/home-solardimsas-tesla-others-curb-aggressive-sales-1522834201
Tech Bonds Signal Stability as Shares Swing - Wall Street Journal,Sam Goldfarb,2018-04-03T21:55:00Z,The Wall Street Journal,"Wall Street Journal Tech Bonds Signal Stability as Shares Swing Wall Street Journal In contrast to tech giants like Alphabet, analysts say Tesla could face near-term liquidity problems if its equity and debt falls too far because it has depended on the capita…",https://www.wsj.com/articles/tesla-bonds-inch-up-after-production-report-1522774520
Start Worrying about Facebook,James Freeman,2018-04-03T21:34:44Z,The Wall Street Journal,Zuckerberg is becoming a more aggressive media gatekeeper. His political critics will be pleased.,https://www.wsj.com/articles/start-worrying-about-facebook-1522790647
Tesla's Model 3 Is no Model T,Charley Grant,2018-04-03T16:22:54Z,The Wall Street Journal,"Tesla made 2,020 Model 3 sedans in the final week of the first quarter. Yet even that final, frantic week’s production fell short of the electric-car marker’s own guidance—a familiar pattern.",https://www.wsj.com/articles/teslas-model-3-is-no-model-t-1522770321
"WSJ City PM: Investors Set for Spotify’s Unorthodox Debut, Foreign Funds Flock to Fledgling UK Rental Market",Mischa Frankl-Duval,2018-04-03T14:57:34Z,The Wall Street Journal,"Good afternoon from the WSJ City desks in London. WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY Spotify is g…",https://blogs.wsj.com/moneybeat/2018/04/03/wsj-city-pm-spotify-goes-public-tesla-shares-rise-despite-missed-target-how-private-money-is-changing-markets/
Tesla Misses Model 3 Production Goal but Shows Progress,Tim Higgins,2018-04-03T13:51:42Z,The Wall Street Journal,"Tesla missed its goal of making 2,500 Model 3 sedans a week last quarter, though the auto maker showed progress toward mass producing an all-electric car.",https://www.wsj.com/articles/tesla-misses-model-3-production-goal-but-shows-progress-1522762891
"Stocks to Watch: Spotify, Amazon, Apple, Tesla, GM, Intel, Disney, Longfin, Celgene, Overstock.com",Amrith Ramkumar,2018-04-03T13:23:21Z,The Wall Street Journal,"Among the companies with shares expected to trade actively in Tuesday's session are Spotify, Amazon, Apple, Tesla, General Motors and Intel.",https://blogs.wsj.com/moneybeat/2018/04/03/stocks-to-watch-spotify-amazon-apple-tesla-gm-intel-disney-longfin-celgene-overstock-com/
"WSJ City: Tech Plunges Again, Fox Says Disney Could Buy Sky News, U.K. Plc Confident",Philip Georgiadis,2018-04-03T07:15:05Z,The Wall Street Journal,"Good morning from the WSJ City desks in London. WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY Shares of the …",https://blogs.wsj.com/moneybeat/2018/04/03/wsj-city-tech-plunges-again-uk-plc-confident-euros-rally-cant-convince-central-banks/
GM Scraps a Standard in Sales Reporting,Mike Colias,2018-04-03T04:01:03Z,The Wall Street Journal,"The automaker is abandoning its decades-old practice of reporting monthly sales, saying a 30-day period doesn’t provide an adequate snapshot of the company’s complex business or the broader industry.",https://www.wsj.com/articles/gm-scraps-a-standard-in-sales-reporting-1522728061
Technology Shares Plunge Again Amid Growing Backlash - Wall Street Journal,Akane Otani,2018-04-02T17:31:18Z,The Wall Street Journal,"Wall Street Journal Technology Shares Plunge Again Amid Growing Backlash Wall Street Journal “In general tech is still growing earnings at an incredible pace, and we've created lots of opportunity for buyers,” said Art Hogan, managing director and chief marke…",https://www.wsj.com/articles/technology-shares-plunge-again-amid-growing-backlash-1522689491
Options Investors Brace For Plunge in Tesla Stock,Gunjan Banerji,2018-04-02T17:30:34Z,The Wall Street Journal,"Tesla shares just finished the worst month in more than seven years. Now, options traders are gearing for more turbulence.",https://blogs.wsj.com/moneybeat/2018/04/02/options-investors-brace-for-plunge-in-tesla-stock/
Market Selloff Hits Little-Watched Consumer Discretionary Sector,Ben Eisen,2018-04-02T17:24:09Z,The Wall Street Journal,"Consumer discretionary stocks took one of the biggest hits in a technology stock rout on Monday, one sign of how the selloff in some of the biggest recent gainers is rippling across the market.",https://blogs.wsj.com/moneybeat/2018/04/02/market-selloff-hits-little-watched-consumer-discretionary-sector/
Some Good News for Tesla,Charley Grant,2018-04-02T15:46:51Z,The Wall Street Journal,But there's a catch.,https://blogs.wsj.com/moneybeat/2018/04/02/some-good-news-for-tesla/
Tesla Shares Sink as Musk Jokes About Bankruptcy,Tim Higgins,2018-04-02T15:30:01Z,The Wall Street Journal,"The electric-vehicle maker’s shares slid Monday, suggesting investors were in no laughing mood over Chief Executive Elon Musk’s bankruptcy tweets.",https://www.wsj.com/articles/tesla-shares-sink-as-musk-jokes-about-bankruptcy-1522682691
"Stocks to Watch: Walmart, Humana, Tesla, Amazon, Facebook, Under Armour, Nike, Cal-Maine Foods",Amrith Ramkumar,2018-04-02T13:24:34Z,The Wall Street Journal,"Among the companies with shares expected to trade actively in Monday's session are Walmart, Humana, Tesla, Amazon, Facebook and Under Armour.",https://blogs.wsj.com/moneybeat/2018/04/02/stocks-to-watch-walmart-humana-tesla-amazon-facebook-under-armour-nike-cal-maine-foods/
China Hits Back After Trump’s Tariffs,Joshua Jamerson,2018-04-02T11:21:04Z,The Wall Street Journal,"In today's Capital Journal Daybreak, China hits back with tariffs against the U.S., President Trump suggests any DACA deal with Democrats is dead, and what's driving uncertainty over economic policy.",https://blogs.wsj.com/washwire/2018/04/02/capital-journal-186/
The Morning Ledger: US – China Trade War Escalates - Wall Street Journal (blog),Tatyana Shumsky,2018-04-02T11:14:48Z,The Wall Street Journal,"Wall Street Journal (blog) The Morning Ledger: US – China Trade War Escalates Wall Street Journal (blog) Sign up for the Morning Ledger, emailed to you each weekday morning. Follow us on Twitter: @CFOJournal. All CFO Journal-produced content can be accessed w…",https://blogs.wsj.com/cfo/2018/04/02/the-morning-ledger-u-s-china-trade-war-escalates/
"Tesla, Uber Deaths Raise Questions About the Perils of Partly Autonomous Driving",Tim Higgins,2018-04-02T09:57:14Z,The Wall Street Journal,Two recent fatal crashes of cars with varying levels of autonomous-driving technology are focusing attention on vehicles that vest control in both humans and machines.,https://www.wsj.com/articles/tesla-uber-deaths-raise-questions-about-the-perils-of-partly-autonomous-driving-1522661400
NTSB 'Unhappy' With Tesla Over Crash Disclosures,Mike Spector,2018-04-02T00:22:33Z,The Wall Street Journal,The National Transportation Safety Board expressed displeasure with Tesla Inc.’s recent disclosure that the company’s semiautonomous driving system was activated before a fatal crash last month in California.,https://www.wsj.com/articles/ntsb-unhappy-with-tesla-over-crash-disclosures-1522628551
Tesla: Autopilot Was Engaged in Fatal Crash in California,Tim Higgins,2018-03-31T02:16:02Z,The Wall Street Journal,"Tesla acknowledged its semiautonomous system Autopilot was engaged by the driver in the seconds before a fatal crash last week, raising more questions about the safety of self-driving technology on public roads.",https://www.wsj.com/articles/tesla-says-autopilot-was-engaged-in-fatal-crash-under-investigation-in-california-1522462409
Russia Lashes Back | John Bolton’s Politics | Trump’s Visa Dilemma,Joshua Jamerson,2018-03-30T11:14:49Z,The Wall Street Journal,"Russia has lashed back at the U.S. and its European allies for their coordinated expulsion this week of more than 130 Russian diplomats from the U.S. and European countries, a sign of how much has changed since December 2016.",https://blogs.wsj.com/washwire/2018/03/30/capital-journal-fri-4-newsletter-draft/
Tesla Recalls 123000 Model S Cars Over Bolt Issue - Wall Street Journal,Tim Higgins,2018-03-29T22:12:34Z,The Wall Street Journal,"Wall Street Journal Tesla Recalls 123000 Model S Cars Over Bolt Issue Wall Street Journal Attendees at the Bucharest Auto Show in Bucharest, Romania, studied a privately owned Tesla Inc. Model S electric vehicle on display in October 2016. On Thursday, the au…",https://www.wsj.com/articles/tesla-recalls-123-000-model-s-cars-over-bolt-issue-1522361482
Tech Selloff Points to a Likely Reckoning for Global Stock Rally - Wall Street Journal,James Mackintosh,2018-03-29T15:00:44Z,The Wall Street Journal,"Wall Street Journal Tech Selloff Points to a Likely Reckoning for Global Stock Rally Wall Street Journal The five biggest components of the S&P 500 at the end of February were all tech stocks: Apple, Microsoft, Amazon.com, AMZN -0.87% Facebook and Alphabet (f…",https://www.wsj.com/articles/tech-selloff-points-to-a-likely-reckoning-for-global-stock-rally-1522335243
"Stocks to Watch: Facebook, Amazon, Tesla, Nvidia, Boeing, Starbucks, Constellation, PVH, GameStop",Amrith Ramkumar,2018-03-29T13:31:01Z,The Wall Street Journal,"Among the companies with shares expected to trade actively in Thursday's session are Facebook, Amazon.com, Tesla, Nvidia, Boeing and Starbucks.",https://blogs.wsj.com/moneybeat/2018/03/29/stocks-to-watch-facebook-amazon-tesla-nvidia-boeing-starbucks-constellation-pvh-gamestop/
This Tech Selloff Is Making Day Traders Nervous,Ben Eisen,2018-03-29T13:16:16Z,The Wall Street Journal,The selloff in tech stocks is making a group of usually bullish short-term investors nervous.,https://blogs.wsj.com/moneybeat/2018/03/29/this-tech-selloff-is-making-day-traders-nervous/
Real Time Economics: Political risk | Transportation Funding | State Budgets,Greg Ip,2018-03-29T11:56:33Z,The Wall Street Journal,"In today’s Real Time Economics newsletter, political risks weigh on financial markets, the economy not so much; rural America gets the lion's share of Trump's transportation grants; Medicaid and retiree benefits wreak havoc with state budgets; and pre-Brexit …",https://blogs.wsj.com/economics/2018/03/29/real-time-economics-political-risk-transportation-funding-state-budgets/
"WSJ Wealth Adviser Briefing: Bear Market, Financial Cheaters, Tiger Woods",WSJ Staff,2018-03-29T10:30:21Z,The Wall Street Journal,"Abigail Gunderson, wealth adviser at Tanglewood Total Wealth Management in Houston, has developed a few strategies to guide clients with large holdings of company stock to minimize taxes, maximize returns and overcome any emotional attachments to their portfo…",https://blogs.wsj.com/moneybeat/2018/03/29/wsj-wealth-adviser-briefing-bear-market-financial-cheaters-tiger-woods/
"WSJ City: What CME’s NEX Deal Means for Bond Trading, How Tech Shares Became Market Kings",Joe Wallace,2018-03-29T07:13:45Z,The Wall Street Journal,"Good morning from the WSJ City desks in London. WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY Change is afoo…",https://blogs.wsj.com/moneybeat/2018/03/29/wsj-city-what-cmes-nex-deal-means-for-bond-trading-how-tech-shares-became-market-kings/
"Tesla Bonds Reach New Low, Stock Falls Further After Downgrade",Sam Goldfarb,2018-03-29T03:20:31Z,The Wall Street Journal,"Selling in Tesla bonds intensified, driving prices to fresh lows, a day after the electric-vehicle maker suffered a credit-rating downgrade.",https://www.wsj.com/articles/tesla-bonds-reach-new-low-stock-falls-further-after-downgrade-accident-1522253660
"The Wall Street Journal: U.S. wants NATO to have force of 30,000 ready to deploy if Russia attacks",Julian E. Barnes,2018-03-29T02:39:38Z,The Wall Street Journal,"If Europe came into conflict with Russia, only several thousand of the more than 1 million troops in its armies would be ready for rapid deployment, military planners fear.",https://www.wsj.com/articles/nato-moves-toward-readying-more-troops-to-confront-russian-threat-1522290156
The Wall Street Journal: Kushner may see diminished role after Trump’s national-security shakeup,"Peter Nicholas , Felicia Schwartz",2018-03-29T01:10:57Z,The Wall Street Journal,"President Donald Trump’s shakeup of his national security team is likely to reshape the role played by Jared Kushner, a key adviser whose global portfolio created friction with outgoing Secretary of State Rex Tillerson, administration officials and others clo…",https://www.wsj.com/articles/shake-up-remakes-kushners-role-1522283227
"Nerve agent traced back to ex-spy’s front door, U.K. officials say",Jenny Gross,2018-03-29T01:03:59Z,The Wall Street Journal,"After combing through hours of security-camera footage and speaking to hundreds of witnesses, British investigators said Wednesday they believe that the nerve agent used to poison a former Russian spy and his daughter had been applied to the front door of the…",https://www.wsj.com/articles/u-k-to-review-visas-granted-to-russian-millionaires-1522258755?
Facebook to limit the information it shares with data brokers,"Deepa Seetharaman, Georgia Wells, Suzanne Vranica",2018-03-29T00:16:37Z,The Wall Street Journal,"Facebook Inc. is curbing the information that it exchanges with companies that collect and sell consumer data for advertisers, as the social-media giant tries to calm an uproar over its handling of personal information.",https://www.wsj.com/articles/facebook-says-its-ending-use-of-information-from-outside-data-brokers-for-ad-targeting-1522278352
The Wall Street Journal: Trump ousts embattled David Shulkin as VA secretary,Ben Kesling,2018-03-28T22:20:44Z,The Wall Street Journal,"President Donald Trump on Wednesday ousted his embattled Veterans Affairs secretary, David Shulkin, in the wake of an internal investigation that found he had misused taxpayer dollars on a recent trip to Europe.",https://www.wsj.com/articles/donald-trump-ousts-va-secretary-david-shulkin-1522274017
The Wall Street Journal: Uber freight-trucking executive Lior Ron leaving the company,Greg Bensinger,2018-03-28T21:54:37Z,The Wall Street Journal,"Uber Technologies Inc.’s head of freight trucking, Lior Ron, who helped work on autonomous-vehicle technology, is leaving the company, a prominent departure in the wake of a controversial crash involving one of its self-driving vehicles.",https://www.wsj.com/articles/ubers-head-of-freight-lior-ron-leaves-company-1522272702
The Wall Street Journal: Uber freight-trucking executive Lior Ron leaving the company,Greg Bensinger,2018-03-28T21:54:37Z,The Wall Street Journal,"Uber Technologies Inc.’s head of freight trucking, Lior Ron, who helped work on autonomous-vehicle technology, is leaving the company, a prominent departure in the wake of a controversial crash involving one of its self-driving vehicles.",https://www.wsj.com/articles/ubers-head-of-freight-lior-ron-leaves-company-1522272702
Judge says lawsuit accusing Trump of violating Constitution can proceed,Brent Kendall,2018-03-28T21:28:52Z,The Wall Street Journal,"A federal judge refused Wednesday to dismiss a lawsuit alleging President Donald Trump is violating the Constitution because his businesses are benefiting from his presidency, the first ruling to find that a litigant can sue the president on the issue.",https://www.wsj.com/articles/judge-says-trump-can-be-sued-over-ties-to-d-c-hotel-1522266747
The Wall Street Journal: ‘Roseanne’ is a huge hit in return to ABC,Joe Flint,2018-03-28T21:17:39Z,The Wall Street Journal,"The season premiere of the rebooted working-class comedy, starring the original cast including Roseanne Barr and John Goodman, averaged 18.2 million viewers over two back-to-back episodes, according to data from Nielsen.",https://www.wsj.com/articles/the-return-of-roseanne-boosts-abc-1522269151
Internal Justice watchdog to review surveillance of ex-Trump adviser,Aruna Viswanatha,2018-03-28T21:08:26Z,The Wall Street Journal,The Justice Department’s internal watchdog will investigate how the FBI and federal prosecutors obtained warrants from the nation’s secret spy court to surveil former Trump campaign adviser Carter Page.,https://www.wsj.com/articles/internal-justice-watchdog-to-review-surveillance-of-ex-trump-adviser-1522267129?mod=searchresults&amp;page=1&amp;pos=1
The Wall Street Journal: Internal Justice watchdog to review surveillance of ex-Trump adviser,Aruna Viswanatha,2018-03-28T21:08:26Z,The Wall Street Journal,The Justice Department’s internal watchdog will investigate how the FBI and federal prosecutors obtained warrants from the nation’s secret spy court to surveil former Trump campaign adviser Carter Page.,https://www.wsj.com/articles/internal-justice-watchdog-to-review-surveillance-of-ex-trump-adviser-1522267129?mod=searchresults&amp;page=1&amp;pos=1
Big Trade Rattles Nasdaq Futures Before Open,Asjylyn Loder,2018-03-28T20:29:27Z,The Wall Street Journal,An unusually large trade in Nasdaq futures roiled prices shortly before the market opened and the tech sell-off resumed Wednesday morning.,https://blogs.wsj.com/moneybeat/2018/03/28/big-trade-rattles-nasdaq-futures-before-open/
Playboy Deactivates Its Facebook Accounts,Cara Lombardo,2018-03-28T20:13:26Z,The Wall Street Journal,"Playboy Enterprises, the lifestyle company founded by Hugh Hefner that publishes Playboy Magazine, is signing off of Facebook amid the Cambridge Analytica controversy.",https://www.wsj.com/articles/playboy-deactivates-its-facebook-accounts-1522235628
"In Politics vs. Tech Profits, Investors Are the Losers - Wall Street Journal",James Mackintosh,2018-03-28T13:28:09Z,The Wall Street Journal,"Wall Street Journal In Politics vs. Tech Profits, Investors Are the Losers Wall Street Journal The arguments about who, what, where and why are far from being resolved, but Facebook highlights the forces gathering against tech investors. Disruptive companies …",https://www.wsj.com/articles/in-politics-vs-tech-profits-investors-are-the-losers-1522243398
"Stocks to Watch: Facebook, Alphabet, Apple, Tesla, Walgreens, Nike, Lululemon, RSP Permian, Sonic",Amrith Ramkumar,2018-03-28T13:27:58Z,The Wall Street Journal,"Among the companies with shares expected to trade actively in Wednesday's session are Facebook, Alphabet, Apple, Tesla, Walgreens Boots Alliance and Nike.",https://blogs.wsj.com/moneybeat/2018/03/28/stocks-to-watch-facebook-alphabet-apple-tesla-walgreens-nike-lululemon-rsp-permian-sonic/
The Clock is Ticking Faster at Tesla,Charley Grant,2018-03-28T10:40:40Z,The Wall Street Journal,"Tesla will soon need money again. The trouble is, raising it suddenly looks a lot more challenging.",https://www.wsj.com/articles/the-clock-is-ticking-faster-at-tesla-1522233639
The Clock is Ticking Faster at Tesla,Charley Grant,2018-03-28T09:33:05Z,The Wall Street Journal,"Tesla will soon need money again. The trouble is, raising it suddenly looks a lot more challenging.",https://www.wsj.com/articles/the-clock-is-ticking-faster-at-tesla-1522229404
"WSJ City: Tech Selloff Rattles Markets Again, Is The Bear Market Here Yet?",Philip Georgiadis,2018-03-28T07:10:37Z,The Wall Street Journal,"Good morning from the WSJ City desks in London. WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY Technology sto…",https://blogs.wsj.com/moneybeat/2018/03/28/wsj-city-wed-draft-3/
Tech Shares Tumble Again as Regulatory Risks Rattle Investors,Michael Wursthorn,2018-03-27T23:44:31Z,The Wall Street Journal,"Technology stocks are suffering one of their worst beatings in years, as investors reassess a sector that was once considered the growth engine of the global economy but now faces the prospect of greater regulatory scrutiny.",https://www.wsj.com/articles/tech-shares-tumble-again-as-regulatory-risks-rattle-investors-1522194268
The Wall Street Journal: NTSB investigating fatal Tesla crash in California,Mike Spector,2018-03-27T23:19:39Z,The Wall Street Journal,The National Transportation Safety Board has dispatched investigators to examine a fatal crash last week in California of a Tesla Inc. electric vehicle and determine whether its semi-automated driving system was engaged.,https://www.wsj.com/articles/federal-safety-investigators-examine-another-fatal-tesla-crash-1522190135
Tesla’s Stock Slides Amid Crash Investigation,Ben Eisen,2018-03-27T18:49:04Z,The Wall Street Journal,"Shares of Tesla Inc. fell more than 5% on Tuesday, extending a rout in one of the hottest stocks in recent years.",https://blogs.wsj.com/moneybeat/2018/03/27/teslas-stock-slides-amid-crash-investigation/
"Waymo Orders Up to 20,000 Jaguar SUVs for Driverless Fleet",Tim Higgins,2018-03-27T14:20:22Z,The Wall Street Journal,"As Uber reels from a fatal crash involving one of its autonomous vehicles, rival Waymo is moving ahead, buying as many as 20,000 Jaguar vehicles for its robot fleet.",https://www.wsj.com/articles/waymo-orders-up-to-20-000-jaguar-suvs-for-driverless-fleet-1522159944
Real Time Economics: Two-Front Trade War | Rising Yuan | ECB rates | NY Fed Controversy,Greg Ip,2018-03-27T12:23:28Z,The Wall Street Journal,"Today in Real Time Economics,  investors take heart as trade war talk cools, China resists raising foreign ownership on car factories, ECB faces pressure to raise rates in 2019, and controversy over next New York Fed president.",https://blogs.wsj.com/economics/2018/03/27/real-time-economics-two-front-trade-war-rising-yuan-ecb-rates-ny-fed-controversy/
"Stocks to Watch: Facebook, Apple, Qualcomm, Tesla, GE, Citigroup",Amrith Ramkumar,2018-03-26T13:24:30Z,The Wall Street Journal,Some of the companies with shares expected to trade actively in Monday's session.,https://blogs.wsj.com/moneybeat/2018/03/26/stocks-to-watch-facebook-apple-qualcomm-tesla-ge-citigroup/?mod=WSJBlog
Trump Administration Seeks Freer Hand for U.S. Companies in China,Trefor Moss,2018-03-26T13:00:04Z,The Wall Street Journal,China’s rules requiring foreign companies to form joint ventures with domestic partners are among the chief targets of the Trump administration’s looming tariffs against Chinese imports.,https://www.wsj.com/articles/trump-administration-seeks-freer-hand-for-u-s-companies-in-china-1522069201
